rating,review,date
5,Great for free gifts etc,2022-08-10
4,Easy app to use,2023-10-05
1,"App is stuck at ""accept new privacy and terms"" even after clearing cache and data. Not possible to login anymore. Additionally not available in English.",2022-12-20
5,Very good. Man on the till was very polite. Didn't rush you at all. Have been trying to update but it won't let me???,2022-04-05
3,"90% of offers are irrelevant to me. For instance, I'm teetotal, yet I'm always given offers for various alcoholic drinks, instead of offers for items I would buy. Sometimes, offers on foods can work out more expensive after you compare various prices on like-for-like foods when in the shop. Also, each time you shop, you'd gain a digital scratchcard on the app. Throughout October 2023, I'd gained 13 digital scratchcards. Not once had I won anything on the digital scratchcard. It's a con!",2023-12-07
1,Bad not good,2022-04-12
5,Always works...easy to use,2022-05-02
5,Something new.Feels good hope it will be great help in our shoping expiriense.Even there are mistakes the serviceis getting better.stuf is helping more over all is getting better.,2021-11-04
5,Very easy to use,2021-10-08
5,Good value for money.,2022-10-31
5,Great;. Easy to use.,2022-07-03
5,Further savings on quality products and ingredients at already good prices. What's not to love?,2022-11-24
5,Love the money off I get each month,2022-08-17
1,Scratch card bonuses are jokes,2021-11-17
5,Love shopping at lidl always some suprises it has great food and choices everything is always fresh have made some lovely meals,2022-03-26
3,Redeem dates of offers and vouchers are too short. Most times I lose my chance as I am too busy to visit within the date given. Also when I visit I always take home a big shopping basket so I do not need to visit so often. Thank you.,2023-11-29
1,"Rubbish app and the stuff are so rude, I was told by the security guard that he is going to kill me and bury me. This was the store Mitcham on London Rd. He started calling me a drug addict, when I have never done drugs, I have terminal cancer I only have 9-12 months left. I am a 58 old man that as been in work since I left school @16 and I have paid my tax ever since, then I get spoken to like that, threatening my life and 2bury me is serious police have been evolved!!",2023-07-20
5,The best value for money shopping everrrrrrrrr,2022-10-13
2,Somehow every now and then I need to choose again the shop. As it got reset.,2023-04-29
3,"It was good when first introduced. You could get £17 per month back if spending £200. But the amount you have to spend has increased, and the offers are now so poor it's hardly worth the effort unless you really like pastries or you're spending £250 a month! 5 star to 3 star. Oh, and please just have an activate ALL coupons button.",2024-02-28
1,"When an app doesn't respect thousands of the new-comer expats and doesn't have English as a language, it deserves zero stars.",2022-08-24
5,Very good,2022-03-16
5,Brilland great prices,2021-11-22
5,Value for money,2022-03-23
5,Is very good supermarket,2021-09-30
4,Easy peasey,2022-01-13
5,Meat and fruit and veg always fresh,2022-10-05
5,Good,2022-03-03
5,Been using this app since it started one of the best app on my phone,2021-11-25
2,Needlessly complicated with offers and vouchers available for only a short time.,2022-04-21
5,Helpful staff as always,2022-05-20
4,Easy shopping. And like the espress checkouts. All branches should have these,2021-10-15
5,Crashed once. Had to reinstall. Does what it does! Love the money off and vouchers. Do all my shopping at Lidl.,2022-03-24
5,So easy to use and understand. Love this shop!,2022-05-30
1,On 19 July I accessed scratch and said I won lidl gift card. It said that I needed to pay postage so I input bank details at a cost of 2euros ie 1.70. On authorisation to bank consequentially the company has set up recurrent payment of 17.85. My bank could not cancel this due to my initial approval. Lidl app not safe.,2022-07-22
5,Great,2021-12-25
1,Nothing useful gained on this app. Small amount of products and usually not what u want. Waste of time. Building up points would be more use to customers,2021-10-18
5,Good,2021-12-12
5,Great,2022-08-04
5,Excillent,2023-01-16
5,Easy install and works without any issues. Nice discounts too.,2021-12-02
1,Never works easily. Real pain to use. Only good maybe o once a month for a few cents. Totally not worth the effort.,2022-06-16
5,Always good,2022-07-28
5,Always useful to get a £12 a month discount on your shopping!,2022-04-05
4,Good easy to use app.,2021-12-22
5,Always a pleasure to shop at Lidl,2022-07-02
5,Easy to use,2021-10-06
5,Good idea lidl malta 🇲🇹,2022-03-17
4,"The app stopped working today, having read comments on here seems I'm not the only one. I've uninstalled it then downloaded again and all seems OK now.",2022-02-03
4,Friendly staff and good prices.,2021-10-22
5,"Great food, great prices, staff the happiest check out operators around.👌😁",2022-03-16
5,It's nice& easy to explore,2022-09-29
5,Awesome 👌,2021-12-19
4,Very rewarding,2022-01-05
5,Love it 😀,2024-02-09
5,I've been using this app for about a month. I can't find any faults with it. Some great savings and the occasional free item. Obviously the coupons are not always what you want or need but I have no issues with that. 5 Stars so far.,2022-12-22
5,Very good,2021-10-12
5,Very good 👍,2023-12-09
5,Brilliant,2021-11-02
1,Doesn't even work majority of the time,2024-03-26
4,Not able to change the language to English.,2022-08-10
5,Collect points without your phone. Mu phone battery was too low to collect points so cashier typed my mobile number onto till screen and the points were applied. Thank you lidl plus. A great app and cash back.,2022-07-01
4,Great s far,2022-06-23
5,"Great little app to get extra value from Lidl. As if you need it, they must be running close to the margin anyway without discounts. The cashback you get for shops is better than tesco, I can understand why you can't save them for weeks or months. I hope they personalise vouchers at some point as its frustrating going in for something with a voucher and just finding an empty spot.",2022-04-04
5,Works well,2022-05-10
1,HORRIBLE It doesn't have English and if I reinstall loose everything and I don't get any discount. Go to HELL,2024-02-03
5,Best app compare to other stores,2022-05-29
5,Good,2023-06-17
5,"All good, thank you!",2022-05-04
3,Very poor stock levels. Far worse than Aldi and other major supermarkets. I Like shopping at Lidl but staff not always very polite. O,2022-09-01
5,"Lovely lady on check out, makes a big difference. A good store with savings to be made.",2022-01-13
5,Was using this more in London where there are more stores and wider ( to my mind ) variety of grocery products.,2021-11-25
5,Great App. Delivers value.,2022-06-28
5,Good,2023-02-10
4,I will give 5 star if the Lidl card can be placed inside google pay,2021-11-06
1,"must update ""every"" day. It Scks",2024-01-31
4,"The reward scheme has drawn me into my local store and,on the whole,prices are less than my usual supermarket",2022-01-27
5,Value for money great products and friendly staff,2022-04-26
4,Great app,2022-03-14
5,Great,2022-05-09
5,Excellent,2021-11-18
5,Great thanks,2023-10-21
5,"Very Good Food, Very friendly staff. 😁",2022-12-20
5,Would be better if more staff on tills produce of good quality Service is much improved thankyou Produce and seasonal promotions very good,2023-03-23
5,#tots amazing,2022-02-24
2,Takesvag s to get the app up to scan it.,2022-02-03
5,Mitchelstown store is still showing as closed. Despite me emailing numerous times,2022-01-25
4,"Useful app. Be useful if Voucher were to you purchase taste in shopping? Improved app gives you a free bakery item on next purchase after £50 spent, £2 of next shop after £100 spent and £10 of your next shop after £200 spent. This is saved over 4 week period before being rest by lidls. So it's a case of use it or lose it as saver money is not carried over. Perhaps something for lidls to think on, this would set them from the rest.",2022-05-04
3,Της μισές φορές κάτι δεν πάει καλά και δεν δουλεύει. Ενω σκαναρεις την κάρτα στο ταμείο οι εκπτώσεις δεν περνάνε στην απόδειξη.,2024-02-05
1,Keep missing Savings as load it up and needs another update.,2021-12-07
5,Very good,2022-01-03
4,It's OK,2023-01-26
4,"I do not like the new changes, I know we have inflation but I've lost money by you changing the upper spend figure from £200 with £10 off the next bill to £250 and 10 percent off your next bill. Last.week I only saved £5",2022-10-06
3,Why can't the app be used on Europe ?,2022-07-07
4,"App works fine. Offer coupons rarely relate to our shop, though",2022-01-12
5,Very good,2022-09-13
4,Good deal,2022-03-04
5,"Good, with no issues.",2022-03-20
5,Love it!,2022-08-25
5,I'm loving it 😍 ❤ 💕 because it made my life easy,2021-10-01
1,It would help if it didn't need to update every time I get to the till,2022-06-10
5,Worthy,2022-02-08
1,"This app tells me to ""log in."" But I can't see how to log in.",2022-06-12
5,Best shop in South Shields area for price great staff,2022-11-19
5,Excellent by far.,2021-11-18
5,Best app ever,2021-12-24
5,Fabulous cheeses,2021-10-23
1,No search for a product option. Needs that to compare with other stores.,2022-08-17
5,Staff are helpful and friendly and prices are good,2022-12-10
4,"App fine - £2 & £10 vouchers not rolling over is not. Why only make them valid until the end of the month? Also if you shop here all the time, you hit your £200 limit for £10....and no more rewards. Why not make a £250 threshold?",2022-02-25
5,This is a great idea. Giving customers a reward gaining their loyalty often the extra coupons are NOT relevant to the shopper unfortunately.,2022-03-04
5,Never an issue when I visit the great bridge store in Tipton.. the staff are very helpful and polite.,2023-04-26
1,Lidl.lt. Brake human rights,2021-11-03
5,Lovely girl Ellen served me today she was helpful and friendly and super efficient,2022-03-05
3,Good,2022-09-05
5,The app is so easy to use and the information given is very good .,2021-10-28
5,Excellent value,2022-03-02
5,"Friendly service quick checkout, very reasonable price good quality products.",2022-03-08
5,"Excellent, quality and good prices 👌 👍",2022-02-17
5,Favourite store to shop in. Cheap as well.,2021-10-14
5,Very happy with it all,2023-11-29
5,Great shop,2022-07-17
5,Great customer service but I store sometimes needs improvement,2022-07-01
2,"I was surprised to learn today that the £2 coupon was a joke, at least for me. After spending more than £150 I was told that I will have a £2 coupon but when I wanted to use it, has just vanished. I have the screen shots showing that I would be entitled to have it, but no coupon. Isn't it strange?",2022-08-31
2,Keeps updating and logging me out. Frequently doesn't load in store and unable to use,2022-03-11
5,Nice,2021-10-20
5,"Works perfectly and the reward system, too. Long time customer here. Regards",2021-12-18
1,"Fix the update bug. Android 6.0.1, latest version available 14.38.8 for LG-K220. Either update the 14.38.8 to not check for updates on this version of Android or port the latest version of the app to the Android 6.0.1 version. It's useless because of this bug so I uninstalled it.",2021-10-02
1,einkauf war heute ne erfahrung...,2023-01-07
1,I think the app itself is great. The only problem for me is that I dont have the option to choose between the languages. I live not in my home country right now and don't speak the new language fluently. It would be great if I could understand the app also as a foreigner.,2023-02-14
5,Exceptionally good quality and value.,2022-05-20
5,One of my favourite places to shop,2022-02-26
4,"Good supermarket, but prices keep sneeking up.",2023-02-09
1,Изобщо не се отваря приложението вече втори месец. След три деинсталиания и деинсталиания се отказвам.,2023-10-10
5,Very happy,2022-10-04
4,Love shopping at Lidl,2022-09-14
5,Its better than a Tesco card and easier to see the offers,2022-12-06
3,Sarebbe bello se le location fisiche della Lidl non fossero delle gabbie di Faraday che impediscono di attivare i coupon più di metà delle volte.,2022-02-25
5,Excellent,2022-10-30
5,Good,2022-06-14
5,Really good 👍,2023-12-29
5,Very interesting you can see all that you want,2022-07-04
5,This app is very user friendly.. Very helpful colleagues in Trentham Road Asda (Stoke ST3)... they help everytime to comply with my requirements.. find the things from warehouse if the things are finished in the shelves...,2022-09-23
5,Excellent good quality,2022-09-13
5,Excellent,2022-04-03
3,"Not the most useful of ""loyalty cards"" (let's be honest, that's what this is). Coupons would be much better if they were more targeted to the individual based on historical shopping - don't offer me 20% off an item I've never bought. Coupons that are earned are great, but expire far too quickly - if I've just done a big shop and have earned £2 off the next shop, I'm unlikely to need to visit again in a week! Make them last longer!",2023-05-22
5,Top store,2022-03-05
4,Brilliant,2022-12-30
2,Lidl pay stopped working. I have reinstalled the app and configure again the payment method and I get up to an error message: the bank account cannot be verified. Can anyone advise what to do?,2021-11-20
5,Super,2022-08-19
5,Easy to use great savings,2021-10-09
4,Yeah good enough. Not too extreme.,2022-11-14
2,I recently found that I couldnt use this up pending a new update. Very annoying since they only have to make the bar code available to not inconvience shoppers,2022-07-15
5,brilliant awesome,2022-04-04
5,"Easy to use. Different coupons on a weekly basis and money off shopping. Win, win 🏆",2022-03-22
5,Top class,2022-06-14
3,App keeps closing,2022-05-01
3,There are no rewards for using the app apart from coupons,2023-09-30
1,"@ Lidl I've shopped in your amazing store in Motril, Spain. What pity you could not provide the same in Bromley. Talk about chalk and cheese... Pathetic.",2023-05-15
5,Great,2022-08-18
5,It's always my shopping center. Can't stay a week without visiting LIDL,2022-09-28
5,Love this cutomer friendlh app,2023-01-26
4,Good customer service in Richmond North Yorkshire,2022-01-26
5,Great offers,2022-01-09
5,"Just started using it. Sofar, nothing to complain about...",2022-09-15
5,"Useful app, gove you deals, offers and digital receipts",2022-11-02
5,"Great discount, every penny counts",2021-11-25
5,Very nice experience with your shop please one request if you put some stock special for Muslim community your business can go up because Most your customers are Muslim communities just a option thanks,2023-03-09
1,"Useless app now a days, customer care is down, app is down. Keep up the good work guys. At least you guys stop fooling offers in your app which will not work on your counter. Anyway I am one of a happy customer rigorously following your customer team😂",2022-02-06
1,"Why after an update the app log off the profile. When you need the app you can't use it. 10 people waited in the magazine to activate and login the app. The way of working don't assist and help the end customer, it is time consuming everytime!",2021-11-10
1,When entering my town it won't let me hit select so I'm unable to get my local store,2024-03-10
5,Cheap food love it,2022-10-21
4,Occasionally app doesn't work and customer service won't credit me with the money I've spent in Lidl despite giving them receipt details. Then I don't meet the£200 target for the month. No £10 off!!,2022-03-11
3,Fruit not good enough,2022-09-29
5,"Easy to use, coupon offers to download, extra coupon via the scratch card.... and sometimes you get free bakery item 😋",2022-07-01
2,I just installed and found there is no English version of the app for poland location and then immediately uninstalled.,2022-07-24
5,Excellent service. All I required was available. Parking - no problem.,2023-01-20
2,"În ultimul timp trebuie sa te loghezi de fiecare dată când deschizi aplicația, foarte enervant. În plus nu vad necesitatea activării unui cupon, este absolut inutil, cupoanele ar trebui sa fie implicit active. Te trezești ca nu ai beneficiat de reducere pentru ca nu ai activat cuponul.",2022-02-22
3,3 stars as can't always open app instore,2021-11-08
1,I never get my coupons or anything off despite regularly shopping and spending alot in lidl,2022-03-24
5,Easy to use,2022-12-12
3,Not easy to use,2022-05-11
5,App works with no issues,2022-06-10
2,"Some coupons are good but they never have a coupon for essential pantry items like pasta or pasta sauce :( Also spending £100 in a month for £2 off is bad, should atleast be £5",2022-10-13
5,"Easy to use, useful discounts and free stuff",2022-10-29
5,Easy to use and good rewards.,2022-10-08
3,"It good for those who eat occidental food, I feel forced into some food I don't know or like to get some coubons",2022-04-23
2,Don't always carry Mobil phone,2023-01-24
4,Good😃,2021-11-16
5,"New to shopping at Lidl. Surprised how much I save and with the app I receive vouchers, the best thing is ,it's money off things you actually buy.",2022-06-04
5,In the end had to uninstall and reinstall as it would not work. Now all is well.,2021-10-02
5,Wery good,2021-12-01
5,"Easy to use, reasonable offers",2022-02-17
1,"The app is okay, however the offers advertised are rarely in store, always difficult to find. Frequently prices charged at the till are higher than advertised on the shelves. A very unhappy Lidl customer!",2023-01-23
5,Great. Easy to use,2023-01-15
5,Easy,2023-11-27
5,Always a pleasure,2022-06-23
5,Always nice staff :-))though usually not enough check outs are open therefore there tends to be quite a queue.,2022-04-22
5,Always so much variety and very reasonably priced,2022-11-10
3,Easy to use,2023-02-01
5,Really enjoy your stores and great quality and good prices.,2022-10-06
4,Lovely staff always helpfull. Could do with 2 toddler seated trollies as my local has none so one of my twins has to recline in baby bit or I shop without them or elsewhere,2022-02-25
5,"Love shopping,excellent prices,choice,coupons,quality,value,close to home,friendly staff,clean shop.Clothing,household goods ,bakery,WINE... Brilliant!!!!Keep going Lidl!! Thanku😊👍",2022-03-23
5,Love this app. Hardly any problems with it. It works great and saves me lots of money,2022-04-05
3,"Brilliant prices, but my coupons never work",2022-04-30
1,Unable to register. Downloaded the app. Followed the steps. Managed to choose my local store. When registering the app crashes at the stage when I have to put in my date of birth. Already tried to reinstall it with no luck.,2021-12-09
1,Excellent service,2021-12-17
5,Great,2023-07-26
4,Cannot login anymore. When you want to enter the password the app jumps back to the main interface.,2021-11-11
4,Good,2021-12-10
3,Could make Web site easier to read the leaflet.,2022-08-19
1,No signal in store on the 2 occasions I tried use it. Hopefully it's third time lucky,2022-11-24
5,As usual all my shopping needs were catered for at a very good price,2023-01-16
5,I've had an excellent experience to date. Lots of free products and great savings.,2022-02-24
5,Excellent service 👏.,2022-05-25
5,"A fantastic store, I would definitely tell my friends and family to download this app, thanks everyone have a wonderful shop before next week merry Christmas everyone. Anna",2022-12-17
2,"You get a reward stamp if you spend over £10 but no extra for spending extra increments, so when I spent £70 I'd have been better off putting it through the till in 7 separate lots, but that's just not practical. The app discourages you from doing a big shop. Also, when you earn a monetary voucher you only have 7 days to use it which seems unfair, if you've just been shopping to earn the voucher it is unlikely you'll be back in the next 7 days. Maybe Lidl need to rethink their reward scheme.",2022-01-20
5,"Great app, easy to use",2021-12-19
1,Poor,2022-07-28
1,Zacznijcie uczciwie płacić podatki w Polsce,2022-03-19
1,I cannot close my account. The app works well for leaflet. But i had bad experience with the store and don't want to use the app anymore so i want to delete my account but i can't.,2022-07-15
2,Disappointing that rewards are valid for one week only. I live 50 miles from the nearest store and have a 4-weekly shop. No rewards for me! Then when active coupons were not recognised at checkout I'd had enough. Uninstalled.,2022-09-18
5,It's really helpful and good Rewards from it,2023-01-18
5,"Easy to use, coupons,app and offers very good.Nice staff too.",2022-01-13
5,Love shopping here exciting new items good value.,2022-08-16
5,"Great Savings, a no brainer saving money each month.",2022-02-22
5,Brilliant savings every week,2021-12-11
5,Always good quality food and cheap.,2022-08-20
3,After requested update stopped working in my country because my play store account was originally registered in another country where store is not present. I face similar problem before but with the prevoius updates it dissapeared. Please fix this bug again.,2022-10-08
5,Had everything in the one shop that I required today,2021-11-26
5,Very good,2024-03-28
4,Great,2022-06-14
5,Brill so easy,2021-12-23
5,Seems a clear and easy app to use and navigate around.,2022-10-13
5,Danke,2021-12-14
5,Good 👍,2023-04-28
5,Perfect,2022-04-05
5,Very happy works well,2022-04-05
5,Easy to use and vouchers are always a bonus,2022-12-15
5,Very well presented and very helpful and friendly staff.,2022-09-29
5,Saving money in these unprecedented times. I'm really impressed.,2022-09-16
5,Good,2022-09-30
2,Coupons are always for items we do not buy. Monthly goals are laughable - spend 55eur and get discount on one pomegranate. Coupons are time limited. Useless app. I gave it 2 stars because design is nice. Other than that is solid 1.,2022-12-04
5,Great value on shopping with ease.,2022-02-08
4,Easy to use app,2022-11-11
1,Gambling pri nakupovani.,2022-10-07
5,Great offers,2021-11-25
4,Very good,2022-08-04
1,"Very bad app. Whenever I'm in the shop and want to use it, it is never opens and stays on the loading page. Also the discounts are quite rubbish and are only given on deluxe item which aren't really worth it. Appalling experience :(",2022-02-04
5,"Great app, great deals. Everyone loves free stuff :)",2022-01-16
5,Nice! A jolly good app that works jolly well,2023-02-05
5,Fine after a hiccup. Stopped working for a bit. Uninstalled & reinstalled a couple of times. Happy days.,2022-02-10
5,Very easy to use and informative,2022-11-23
5,Ok,2022-07-01
2,Not interested too busy,2023-06-12
3,App says update available but link doesn't or won't update?,2022-02-25
5,"Good staff, car parking, food bank supporter and quality of products they ticks my boxes",2021-11-20
2,I have just spent £63.76 I had activated may £10 off but didn't get it why,2021-11-16
3,"Waar blijven de krascoupons? Door ontbreken van de krascoupons, gaat mijn beoordeling van 4 naar 3 ster. Er was een zomerpauze voor juli en augustus; maar, het is ondertussen oktober, en ik krijg nog steeds geen coupon bij mijn aankopen.",2023-10-02
5,Good app,2022-04-06
5,Great lidl offers on great products,2022-04-06
5,Fabulous shopping,2022-11-12
5,Very good,2022-08-18
4,Ads generally good maybe could include more essentials rather than foreign foods,2022-09-18
4,Funkar oftast väl. Ibland blir det inte bra som deras 'julklappar' special popups som hängde sig av och till.,2023-01-18
5,Simple to use,2022-04-05
4,I find your system a little complicated,2022-11-20
1,Aplikacja nie pozwala na zalogowanie do istniejącego konta na nowym urządzeniu. Jedyna dostępna opcja to rejestracja. Błąd nie został naprawiony od przynajmniej miesiąca.,2022-08-07
4,Good App,2022-10-17
5,Good,2022-05-12
2,"Would help if you had the option to download the receipt after the shop, incase you forget your phone. .. like I do!!",2022-07-21
1,"Very poor app.....slow, boring and poor selection of coupons....it must have been an afterthought to set this up.....another big store gives 1% cashback and available on everything!",2022-10-17
4,I'm disappointed with you removing the £10 coupon,2022-10-06
5,Great savings. Great value for money. Good quality overall. Good alternative to main brands. I love Lidl.,2021-11-18
2,"Used to be one of the best reward schemes but has now fallen behind others like Asda, Coop and Tesco. New reward milestones are not as good, and coupons are always for stuff you never want",2022-11-29
3,It's ok the vouchers aren't always worth getting don't shop here enough to use them before the date runs out.,2022-04-07
5,Easy to use,2022-06-04
1,Can't download it keeps Going to Scotland and not northern Ireland,2021-12-31
2,Screen shot your qr / bar code incase of no Internet This app used to give you good value for money but now they've moved the goal posts. So we're shopping around more and lidl used to get around 70% of our shopping will probably only get around 10%.,2022-09-29
4,"Very good app when it works. Slick and pretty useful once you get used to it. Too often, unfortunately, there are logging in issues.",2022-02-14
5,Very handy tool,2022-08-11
5,Страхотно :3,2022-08-05
5,I found everything I wanted.,2023-02-03
4,Good but sometimes not very clear,2022-03-04
4,Helpful as always x,2022-02-24
4,"I always get my pet food/fox food and my food from Lidl plus and I love walking up the middle aisle as there's always something new. BUT it upsets me terribly seeing all the beautiful plants dying or dead from lack of water and a bit of tlc😭 it actually puts me off going there, I'd rather there were no plants for sale.",2022-06-30
5,Brilliant,2022-06-15
2,Constant updates. It feels like every time I go to use the app I have to update it. Schedule deployments less frequently. Nothing ever seems to be new after an update either.,2021-10-14
5,Always very efficient and friendly staff,2022-05-26
5,OK,2023-09-03
1,"Waste of time, no real benefit, uninstalled it.",2023-03-12
1,Impossible to complete registration,2022-06-05
5,Big shop for a Lidl price. Helpful and friendly staff,2022-11-11
5,Great application,2022-03-02
1,Wont down load keeps on saying pending,2022-03-02
5,Great shop,2022-06-27
5,Functional and easy to use,2023-01-26
4,very good and polite staff,2021-10-05
3,Overly complicated handling of vouchers.,2022-05-19
4,Staff are quick and polite stor is clean and well stocked,2022-05-21
4,Good app,2022-04-07
1,"There should be paper card too, scratch cards inside the app are useless as mostly if incase you win are of no interest, the scratch system of 10p or more if you win was very good when they started before official launch so you could spend on whatever you want the weekly coupons should be activated automatically as are mostly useless too & no good incentive for 200 plus shopping bakery discount doesn't activate itself when bakery is empty in evening mostly, worst reward now for 150plus shopping",2023-09-02
5,5 star,2022-03-09
5,First time to use it yesterday and I find it easy to use and really helpful. Many thanks.,2022-07-02
5,Great,2022-04-04
1,Either the app or their system is shambolic. The coupon was not working this morning in London Tottenham Court Road Store. I had the app for almost a year and was trying to use a coupon for the 1st time.,2023-05-22
3,It keeps on going off line so it affects all my WhatsApp apps,2022-06-11
5,Quick pop in for the basics .,2022-06-16
5,"Shopped today great savings, against morrisons",2022-10-18
5,Dobre.,2022-01-19
2,Don't always work when you get a reward if not use in 7 day you loose (it needs two be longer),2022-10-06
5,Super,2022-08-15
5,"Aplikacija je jednostavna za upotrebu, lako imam uvid u svoj račune i trenutne kataloge",2021-12-06
2,"I am presently in Finland and your App doesn't allow me to chose languages other than Finnish. This is so inconvenient as I have lost some money buying stuff misunderstanding the offer given on particular items, as this App does not allow to copy the sentences and paste it in Google translate. Also the photos of the products cannot be enlarged. Some really major improvements needed for this App.",2022-08-21
5,I love shopping at Lidl because I can get what I want at a more realistic price.,2022-09-27
5,Most times problem free. I sometimes forget to activate coupons. Maybe it needs simplifying for those who are not tech savvy.,2022-04-04
4,"Some of the coupons are good and the app is generally reliable. It's great to have a record of receipts going back years, so you can see how much you're being ripped off today compared with three years ago. You can't activate two coupons for similar items. They fixed this with bakery goods when they did the bakery wheel spin and ended up with five bakery coupons, but other things like sweets, you can't run two coupons at once. I'm not going back just to get 25% off midget gems!",2023-07-22
1,"It is difficult to navigate, rewards are not carried over, to give something then take it away is counter productive. Either give instant discounts or extend the time limit of the £2 & £10 reward",2022-07-01
5,Excellent app 👍 very easy to use and great offers,2022-02-21
5,Staff are friendly and helpful,2021-11-02
5,Great shop,2022-07-14
5,Good xx,2023-12-22
4,Top,2021-11-30
5,Great shop and great savings in comparison to other supermarkets.,2022-02-25
5,Great 2 get too use points,2023-05-01
5,Very good thanks,2022-06-03
5,Great way of getting bargains from THE bargain supermarket!,2022-06-16
5,Always something new and inviting,2022-06-25
1,Once there is an update..the app is useless. Will not work before you update..and at thevregister they do not want to wait for that. Once updated..its keeps saying there is an update..app is not to be used anymore,2022-04-24
5,Staff is very helpful,2024-03-27
5,"It's good, but customers get annoyed when the app is slow. Could a card not be introduced?",2022-02-24
4,Good value helpful staff 😊,2023-09-02
5,"Lovely shop ,friendly staff",2023-11-16
5,Good,2023-09-01
5,Excellent service.,2022-03-17
4,Tried to get on app I store but wouldn't connect straight away. If you don't produce your lidl plus before your payment goes through you loose your points. There is no way you can redeem them at later date as in other stores there should be a way of adding them from the receipt.,2022-01-20
1,FATAL ISSUE: it's impossible to change the language! Why can't I set language to english while I'm in Hungary? Serious flaw right there.,2023-01-07
5,Reasonable prices and an option to try different culture foods.,2022-11-24
5,Excellent,2022-01-04
1,No option for northern ireland stores,2022-12-21
5,"Easy to use, handy to have coupons on my phone.",2024-01-29
5,Good experience,2022-05-09
4,Good App,2021-11-04
1,Keeps stopping. Not much good,2022-06-14
5,Great app get loads of discounts,2022-12-19
2,Never has internet inside the shop so you can't connect and get your points. And cant put in a receipt any other way.,2023-05-03
5,Great,2022-11-30
3,"Vouchers are too specific don't think I've ever used one, also vouchers are short lived quite often expired by the time I get there, however best supermarket by far, just rubbish vouchers",2022-11-14
5,Very good,2023-12-21
5,Good,2022-05-10
5,Only just signed up,2023-06-13
5,Excellent. Always up to date. Clear. Informative.,2023-01-23
2,Lately it is loading and working very slow. I have the latest version.,2023-10-02
5,Grest,2022-05-20
4,Great app but as many have said if I earn a coupon then 7ndaysnyonusenitnis not right it took me a month to make it don't void it if I can't use it in 6 days but otherwise Great app.,2021-11-26
1,"Sorry app is asking for Update and the update fails to start, than doesnot work. Probably not able to run on older android 5.0 device...",2021-10-17
4,Useful app,2022-11-29
5,"It's great to get money off each month,",2022-04-05
5,Great rewards better than other stores,2022-09-23
5,Excellent service,2022-04-14
5,Great,2021-10-27
5,Good app,2021-11-07
5,Amazing,2022-02-10
1,"Terrible. Never works. Staff unwilling to help, if I could give zero I would.",2023-07-12
5,"LIDL has everything you need in one shop, and you get a lot for your money. Excellent Value.",2022-01-25
5,molto soddisfatto,2023-12-22
5,Great for coupons and offers. Get the digital magazine also.,2022-06-30
5,Reckon I saved about £5 compared to Morrisons,2022-03-26
5,Easy to use. Good offers,2022-12-05
5,Lidl is an excellent place to get food. The loyalty card just changed and is even better than it was.,2022-03-24
5,Just simply amazing,2022-06-30
2,Not really mutch point for it.,2022-06-22
1,Can't even open the app,2023-01-11
4,Frustrating no one in store is able to help with answers to my questions,2024-03-27
5,Good place to shop,2021-12-10
5,Very good indeed,2022-08-04
5,I love lidl allways have when you arrived here first I had five small children and times were hard but you were so reasonable it was great to give the kids lovely meals and great fruit at such a great price thank lidl would have been lost without your shop .,2022-01-13
3,The app often transforms into German language version. Strange.,2022-03-24
5,Good Application,2022-08-12
1,Useless,2021-12-12
1,Installed app but unable to proceed any further. Oops something went wrong just pops up when I open it. Please help as I'm losing rewards.,2022-03-31
5,Very helpful app,2022-05-19
5,Quite a lot of hoops to jump through,2022-03-25
4,"Staff very helpful, polite and look the part. The girls at my store smile a lot.",2021-10-24
5,Very friendly,2023-06-17
3,Lidi do a nice mixed range only Disappointed with NO GLUTEN FREE SECTION,2022-01-08
5,Good weekly discounts and the app works fine,2021-10-15
2,🥘,2022-09-17
4,"Offers change weekly,. They give you a range of choices, eg today I bought my usual kitchen towels, bacon and coffee, but with 15% and 20% off, so no need to fall in the special offer trap and buy things you don't really need. *** I am adding this bit about a year after my 1st review and changed from 5 to 4 stars. The original scratch cards gave you money off coupons, now they have changed to coupons off specific products. I am not one to be taken in by this, and this is a change for the worse.",2021-11-15
4,Is a nice experience. Suggest to open home delivery. Some of item in promotions are not available or staying only for short time. Should cover the stated week.,2022-02-24
5,Mycket bra,2022-03-15
2,IGNORES POWERSAVER SETTINGS. RUNS IN THE BACKGROUND. COLLECTS PERSONAL DATA. shows ads on phone.,2022-10-07
4,Useful. But not showing weekend offers,2023-02-19
5,Fab choice and prices,2022-07-20
5,Everything perfect!!,2021-12-08
3,Its just crash itself while youre in the tilt,2023-06-15
5,"Avec les articles toujours au meilleurs prix, les viandes succulente. Ma caissière préférer toujours le sourire et toujous des mots aimables aux clients de tout âges",2023-01-09
5,"Castlerea store has lovely staff, very friendly and polite especially Cathy",2023-08-24
5,Great shop.,2024-02-29
4,Very good,2022-07-20
5,Smooth and easy... thank you.,2022-05-17
5,Very user friendly. Saves you money,2022-02-22
5,I just love the Lidl app I have used it from the start. My family call Mr Lidl.,2022-08-17
4,Very good excellent value,2022-04-04
5,Very good,2021-12-29
