rating,review,date
1,"useless because nothing is in stock! vague, no feng shui🤭",2020-07-31
4,"Noua versiune este mult mai intuitiva si usor de folosit. Singura problema intalnita este legata de schimbarea magazinului preferat. Functia nu merge si da eroare constant, chiar dupa clean cache si storage.",2022-04-11
5,"Good, and easy and satisfied. Thanks.",2024-02-17
5,Good,2022-02-01
3,Oi.syiiiaaaywky,2023-11-03
5,It is easy to use and you can save things to your basket or wish list and check stock!,2020-07-22
5,Easy shopping and delivery or pick up,2022-07-13
5,Thank you,2022-08-01
4,Good,2020-06-25
5,Extra je napravite novu ili samo update ili upgrate,2022-06-06
5,"Actually the smoothest, best store app I've ever used!",2021-04-30
5,easy to use and find what i need,2020-04-29
4,Useful to check if products are available in-store. Somertimes buggy when scrolling down a long product list.,2022-03-08
5,Gotta love Ikea,2021-01-19
4,Good,2019-11-23
5,Wish there was a way to sort by size for rugs and shelfs,2022-12-04
4,"I can't check out on the app for some reason. Also not all of the items available are listed on the app. Otherwise, it's ok.",2022-02-12
5,Love the app,2022-02-26
5,"Love the app, and the collection point option (for a fee) but is so convenient.",2020-05-23
3,Good app but won't show my previous orders,2021-03-04
5,Nice app and easy to use !,2022-05-17
1,"I need to talk to someone, but there is an easy option. I give up to buy",2023-08-24
5,The best!!!,2022-02-10
4,very easy to navigate,2021-06-10
1,"Use it yourself before launching the app for goodness sake! Be more professional. Everything is so lame, it is an unfinished app. No purchase history, all the buttons to update either delivery pincode or sms notifications are blank/ grey and are not responsive at all. Impossible to place orders! This is beyond unprofessional, it is unintelligent. Make it work properly folks, every small, poor wesite has a more functional app than Ikea.",2021-05-22
1,"This is the worst app I have ever come across, while paying it take you to the right page debits the amount n when u check in the app u can still see the product in the cart n not in the order list n its so hard to reach through customer service all that they have is the IVR MY MONEY HAS BEEN DEBITED WITH NO ORDER PLACED AND IKEA SAYS I DONT HAVE AN ACCOUNT TOO so how is the payment debited if a person dint create an account . To frustrating",2023-10-16
2,"Poor implementation of location search. When searching for lamps in a specific location(city, state) however I continuously get the lamps from California... And if I use it to help customers, I can only assume that customers themselves have the same issue I have. If you have my location, it should only pull from that region. Lamps with LED lights are only sold in CA...",2021-01-09
1,Useles,2021-07-22
5,"Muy buena, con todas las opciones de consulta y la información correspondiente",2020-02-24
1,Unable to login on app,2022-04-24
5,"Love this store, love the app!!",2022-09-08
5,Great and easy to use.,2022-10-10
4,Good app,2022-04-08
5,Love the experience!!!!,2021-07-16
5,Absolutely love the app and the store,2024-03-23
1,Items added to wishlist disappear moments later,2020-06-18
5,Très facile à utilisé. Jolie presentation,2020-05-25
5,Very exciting,2019-12-24
5,Good app,2022-04-03
5,Joyner to cabinet,2020-05-10
1,Does not work at all. Totally useless,2021-03-14
5,Great! I've been waiting for some pieces to come into stock at my store and this enabled me to check daily to see if they had come in AND I was able to order those pieces quickly when a few arrived in stock. Super happy.,2021-10-09
5,Love this app! It's so helpful to see inventory at each store.,2023-03-12
5,"Exceptional products, i love it",2022-09-10
5,Great,2022-12-01
5,Easy to use and navigate. Love being able to save things to my shopping lists,2021-09-04
5,Love this new app,2020-01-15
5,Great app and I love to shop IKEA!!,2022-05-11
1,Didn't use,2022-04-29
1,Has anyone been able to successfully get in to the app???,2021-01-26
2,The old IKEA store app was much more functional. It's now really difficult to select your.local IKEA shop and check the stock level of your product and even the location in the warehouse! All gone. Just awful and makes.my IKEA shopping experience worse.,2020-06-19
5,Ikea app is pretty Inspirational and useful. Thank you!,2020-05-11
5,"Simple, intuitive shopping experience! Matches the in store experience perfectly ❤",2020-12-19
1,Why ikea doesn't deliver to Visakhapatnam (Vizag). Even vizag is one of the smart cities.,2022-10-20
4,Simple and nice but have a harder time looking for categories within categories than online,2022-05-12
3,Unable to view bag items and place order,2022-09-04
5,Nice!,2022-07-20
5,"Easy to use, covers all the bases.",2022-03-18
5,Good,2022-04-20
5,"Parádní, čistý design, hezky funguje.",2022-04-23
5,Best app love it...❤️,2022-11-25
2,Not allowing me to add any items to cart,2021-04-17
5,Works really well,2020-12-05
5,I'm just obsessed with IKEA,2023-05-31
5,Super product 👌,2023-10-14
5,Good shopping shame about delivery price and returning items.,2021-06-06
3,So many things not available online. Really neanderthal for our day & age,2022-03-12
4,Good,2019-12-15
5,Great app,2021-12-21
4,The prices are a but to much but overall great app,2022-07-18
5,Excellent,2022-04-30
4,Make sure you have a solid Internet connection,2019-12-05
5,Works great!,2022-09-29
5,Very accessible and user friendly app.,2021-01-12
5,Fantastic Application.,2020-12-03
5,"I absolutely love this store! It's now a traditional stop for my daughter & myself when we travel to the Twin Cities area in Minnesota. To me it's worth the 5 hour drive from South Dakota to stop in there, even if it is just to browse around.",2023-10-28
5,IKEA is the best 😊,2021-03-14
5,"Tudo excelente,desde a fácil instalação da App ,à ""user friendly ""navegação na própria App e às fotos expressivas e informação detalhada de cada produto ,até ao processo final de compra.",2020-11-19
5,Hej! I love house easy it is to find what I'm looking for in this app! I'm able to save favourite items in collections so I have a good idea of what I'd like to buy in the future and now! Thanks IKEA! Keep it up!,2021-04-15
3,Bien,2021-01-31
1,"Can't open. ""Oops, something went wrong. Please try again later."" Since a few days now. Before that it was not possible to log in with my account, browsing products worked though.",2022-05-02
1,Won't even start up on my bog standard Galaxy S10+,2023-02-15
5,Good product,2020-07-31
4,Easy and user-friendly. Though sometimes the keyword search doesn't yield the best results.,2019-12-20
5,Good app. Especially as it gives local stock & warehouse location.,2020-04-05
5,"Great, genial",2022-02-04
4,Will be perfect if it offer the ikea ideas that the website has. Otherwise is very good,2022-05-27
1,"When I'm trying to use the Kreativ and scan my room. It reset every time. Like when I'm doing the ""8"" figure, it stop and return to the main page.",2022-12-20
5,"Yay, IKEA! I like the virtual ""inspiration"" showrooms, but wish they'd list more of what's shown in the images.",2021-11-26
5,I love saving my <3 and labelling for each room. Helps me see the ensemble!,2021-05-21
5,Love this app. Easy to keep track of purchases & planning for future ones also.,2023-03-17
5,Easy to order for store pick up,2022-12-20
5,"Easy to use, helpful customer service too.",2022-03-18
5,Easy to use and fast!,2020-10-23
5,I love I can see what is in stock and where so I can plan accordingly. Alps love the dimensions are listed so I don't buy a container too larger or small.,2021-01-16
5,ዊንጌት ትምህርት የክልልና ለከልልና,2023-04-18
4,Love the app. Just wish they had more of their inventory on it.,2020-11-15
5,Very straight forward,2019-12-13
5,Nice,2022-07-08
5,Love it,2020-11-09
5,handy,2024-01-14
5,Love it 🧡,2021-11-24
5,"Shopping at IKEA (especially if you have kids) can be overwhelming. This app can help. For me, the Shop and Go function alone makes it worth downloading.",2023-05-10
1,1 star because the app nags me to review,2020-08-29
5,"Быстро работает. Удобный интерфейс, особенно со списками покупок. Добавить бы рейтинг к товарам и отзывы - цены б не было.",2021-05-29
4,Very good would like the option to save the card to my Google pay wallet.,2020-03-02
4,Good,2022-07-21
5,"Loved Ikea products , just right furnitures and fixtures for my home. 😍🤩😍",2023-08-30
5,Excellent shopping app,2020-04-10
5,"I thankfully now live in the same city as an Ikea, and this helps make quick shopping trips possible. Tells me if items are in stock, and where to find them in store.",2021-11-28
4,The new interface is pretty nice. It logs me out often and sometimes takes a while to load.,2021-03-27
5,Very good application. Easy to use.,2021-06-22
1,Don't buy from IKEA in India. They take orders but don't bother to deliver. Customer has to call the customer service & beg for the delivery.,2021-08-23
5,Easy to use,2021-02-28
1,"Can't sign in. Sign in on the website, but according to the app I'm not a member. Absolutely a waste of time. ABSOLUTE GARBAGE. Might as well uninstall, taking up space and I'm getting nothing in return.",2020-09-21
5,So easy to use,2023-02-28
5,Super user friendly and who doesn't love ikea,2022-04-14
1,"Made two orders, received no emails or whatever and they could not track my orders with the order number given. Cannot reach them on the phone. Utterly useless, will never go to Ikea again.",2020-10-16
5,Sjajan,2023-02-23
5,I love this store so much I go just to walk around sometimes. I am so unorganized and they get me organized without taking up my space! So logical. I love you Ikea!,2023-07-14
4,Very easy to navigate,2023-02-05
4,"If there were a dark mode, I'd rate you 5 stars",2022-09-27
5,Absolutely no worries so easy to use 😊,2022-07-26
1,"Scammers i lost easily 4k INR, just for 6 feet curtain rail, their store staff has no idea of the parts required to fit a curtain, they provide wall mount fixture without locks and if you need locks you will need to again purchase another set of channel. After all these channels cannot hold the weight of the Indian curtains so flmsy and the jointing mechanism is pathetic. They are made for light weight purpose dotn think of using in children's rooms or for darkening curtains.",2023-01-06
1,"To check the order status, I have to enter order number that I received in email and mobile/email id manually everytime in purchase history page. Why don't you show the list of orders by default??. Wth UX is this. And if you buy anything, pray that you don't have to return. It is all manual process, call, call and call their CX, they will ask you to pay the pickup fee, in my case it's ₹199, after that they will send email for pickup, there is no option in app. Pathetic post purchase experience.",2023-01-07
5,very good,2020-08-11
1,"The latest update results in asking to login, saying the password is invalid and needs to be reset. No problem. Thing is, that seems to now be a never ending loop. Reinstalling the app doesn't seem to make this problem go away. So the app is now pretty much useless.",2022-04-25
4,Very easy to use. App would be worth 5 stars if landscape view was available.,2019-11-23
5,"Easy, fast reliable service!!!",2022-07-20
5,Super je app ali u BG robnoj kuci nikad nista na stanju.,2022-02-24
5,The ikea app has made it very easy to find what I'm looking for and to just browse through different products they offer.,2022-01-29
5,Great shopping and planning experience,2020-04-13
5,Love the wishlist! Always handy knowing how much your ideas will cost 🤣,2022-12-26
5,Nice,2021-11-18
5,Everything good,2024-01-05
5,Easy to purchase items,2022-09-10
5,Easy,2022-11-26
1,"Uninstalled, opened website in chrome and found what I was looking for in 8 seconds...not exaggerating! Besides the organization/categories being horrible and INCOMPLETE versus the website, the ""x"" to delete a price range does not actually remove the search parameter. And you can't type in a range either. The sliders are useless. A $100 range seems to be less than 10 PIXELS wide. Your old app worked PERFECT but you disabled it... this is ridiculously bad at really basic features.",2021-01-12
5,Very goods products at affordable price,2022-04-02
5,Really useful app with understandable interface,2021-10-06
1,"This new app is broken. It doesn't recognise my account login anymore and password resets don't work. It has to work on-line at all times (doesn't cache anything) , so in the Cryodon branch because you can't get much signal inside, the app crashes constantly",2020-07-26
5,Pratique,2020-02-09
4,Works well. Integration with Google pay useful.,2021-10-28
2,At times this app can be painfully slow. Almost all to the point where it becomes unusable. The only reason it gets more than one star is that the app functionality is otherwise very good.,2020-11-10
5,Just all stars ....i have not received any intimation from Ikea,2021-07-28
5,"Everything well photographed, clear messaging.",2020-05-31
1,It just doesn't work anymore. Won't load at all.,2023-04-25
5,"The app interrupted me to ask if I enjoyed using it, and I had to answer yes. I do enjoy it. I love this app! It doesn't force you to log in, it's quick, minimalist, pleasant to look at and easy to use. Top marks.",2020-08-20
5,Odlicna @,2023-06-05
5,Really great,2021-09-24
4,Utmerket applikasjon god ytelse og veldig godt organisert,2023-08-15
5,"Very useful application, I like it",2022-10-08
5,Fantastic App so easy to use and handy way to shop IKEA,2020-01-10
5,An even easier way to shop at my favourite store.,2020-01-01
5,Easy Peezy,2021-10-01
5,"Brilliant if you know what you're looking for, super speedy x",2020-10-12
5,Nice app.,2021-12-18
1,Always was useless and still is. Go to beds and try to select them by size. Zero for everything. Makes it very difficult to choose a bed when the selection is zero.,2022-09-01
1,"Are you serious Ikea?? i want to order 10 things on your app, all available in your store. then, i press ""checkout"" and 5/10 aren't available. It's 2 months that i'm trying to buy the same things. and they are always unavailable. I'll buy elsewhere.",2020-08-13
1,0 customer support.,2021-09-10
4,Easy to use app but my even my samsungs20+ gets a bit hot whole using it,2021-09-02
5,Ikea has amazing products and their app is easy to use. However if you have never experienced shopping at an Ikea you NEED to,2021-04-02
5,Very good app easy find prodect,2020-11-14
1,While checking out the cart..the pop up message says few items can't be shipped/out of stock...can you mention in cart itself for each item if it's out of stock..else how would I know which items can't be shipped to my location??? Hence I am unable to place orders.,2021-09-03
2,"I like the products of this company, but my experience with ordering online was not good. I ordered an armchair, but got the cushion alone and a refund for the frame! What is the point of giving me half the chair? The support were polite and offered to send the frame when back in stock, which they said will be next week. I contacted them again when I saw it in stock, but they said not available for delivery although the app says available. I cant order the frame myself as it is not sold alone!",2023-03-28
1,Found a Bug.. I keep scrolling down and the list automatically scrolls up to the beginning of the list. It's very frustrating to keep fighting with the app. Tried uninstalling and reinstalling. Still same problem persists. Also navigation in the app is very difficult compared to the website and need to add more filters and sub categories to ease the search process..,2022-01-03
1,App force closes on start every time. Google pixel 6 Pro. Worked fine on the pixel 4 xl,2022-02-14
4,Easy to navigate site.,2022-06-12
4,"App works nice and smooth, missing small features like sorting option by availability. Also, missing a button to redirect me directly to the start.",2021-08-27
5,"beautiful stuff ,friendly atmosphere",2023-12-03
1,After newest update app no longer opens.,2022-06-04
5,"Fab, it even tells you where to collect it in the shop in case you're not going to buy online. Love it",2020-02-27
5,"The app is very easy to use, actually better than trying to order from the website. I definitely recommend it.",2021-11-18
3,Why is there no other language option in Germany other than german? Just make all the language options available everywhere.,2021-03-26
3,"What's up with hiding the IKEA family number behind two clicks? That should be the most accessible thing after search, I.e. always visible. Also, what's up with doing an update to the old app without notifying users beforehand about it becoming unusable?",2024-02-08
5,Great. Easy to use. 👍,2022-04-12
3,"Language support, once you choose location you can't change language.",2022-05-07
5,So quick and easy to use. Saves lots of time.,2022-03-28
1,Worst service. Order is never delivered. No communication. No way to contact them. Worst service.,2021-07-02
1,Unable to purchase using your app unless I choose the delivered option for an additional $49. I get no option to click and collect . The app is useless to me very sadly!,2021-12-19
5,Easy and smooth.,2021-04-06
1,"Impossible to contact customer services; will not allow for Click and Collect from the Belfast store, instead directing me to Glasgow! Just really badly designed and even more poorly updated/maintained.",2021-05-10
5,"Love IKEA, love this app. So easy",2022-05-07
5,"Ich arbeite bei IKEA Rostock in Kunden service Abteilung, und finde , ikea ist am Besten egal apps oder Einrichtungshaus ;)",2020-08-11
1,"It doesn't let you choose language separately, which is disgraceful to people who doesn't know the local language.",2022-04-24
5,Excellent service and app very clear and concise and easy to use,2021-12-16
5,"Aplicație buna, prietenoasă, îmi place 😉",2023-01-19
1,"The company boasts of service and makes a show of family & community when creating an account. But actually they are offering disappointing and non responsive customer service in India. My first and only purchase yet was delivered with faulty articles and after sharing pictures and many calls, there has not been any response. Request everyone to beware of such companies and do not provide business to such firms. App is also substandard with no info availability on orders & other basic features.",2021-06-28
5,Awesome 👌,2023-12-18
5,Great shop like always with a better app.,2022-10-28
1,"Trash. Login, password setup/reset and authentication is so bad and then it tells me I'm not using the right browser",2022-06-18
1,"Honestly the experience has been pretty horrible, I ordered some furniture few days back I haven't received the order invoice also I am not able to find the order details in the app which is like the bare minimum to ask. Its just the products otherwise customer service is below average for a brand as big is the name goes.",2021-05-04
4,"The best thing I like on this app is creating your shopping list as per categories, bravo",2021-07-28
5,Value value value,2021-01-26
5,Easy to shop and having several delivery/collection options is amazing,2022-09-26
5,Fast and easy to use.,2019-12-27
1,"Lassú. Nem lehet google-lel regisztrálni. Kicsit fel kéne hozni az informatikát korszerű, elfogadható színvonalra.",2022-12-01
5,So easy to use and tells me everything I need to know. Super happy 😄,2023-07-29
4,Great,2022-12-06
1,Tremendous harrasment at IKEA Ghatkopar RCity. Never coming again. Terrible customer service,2023-09-23
5,Good,2021-04-10
1,Most confusing and complicated aapi have seen. Rates and prices are unnecessarily hiked.,2021-05-14
5,Excellent options,2021-10-06
5,Very easy to use and you can even track stock levels in your favourites,2022-02-14
4,The best nothing else to add 😊,2021-09-07
5,Loving this app 😃,2020-03-02
4,Ok,2020-06-02
5,Does what it should. Like the shopping list feature,2021-09-15
4,Good,2022-10-03
5,Amazing product,2022-01-30
5,IKEA IS A GREAT PLACE TO SHOP GREAT VARIETY OF PRODUCT LOW PRICES,2020-03-01
5,Great for inspiration,2019-12-08
1,"Make it work, please",2020-04-16
5,Super user friendly!,2023-09-08
5,Excellent love the way it saves my items for days,2020-09-07
5,So easy to order,2019-12-24
3,"Great website , Great products, NOT SO GREAT DELIVERY CHARGES , I CAN ORDER FROM A STORE IN GALWAY .....DELIVERY FREE , I CAN ORDER FROM CORK FREE , WHY WHEN I LIVE IN DUBLIN & IKEA STORE..IN DUBLIN IS THERE A €10 MINIMUM DELIVERY CHARGE FOR POST SIZED ITEMS ??? I CAN UNDERSTAND IF YIUR GETTING A BED , COUCH ...KITCHEN , BUT GET IT TOGETHER. GET RID OF OVERPRICED DELIVERY CHARGES FOR SMALL SIZED PRODUCTS. IT MAKES WHAT IS GREAT VALUE , WELL NOT GREAT VALUE !!",2022-10-30
1,"Förut kunde man få kvitton på tidigare köp i appen, nu är den funktionen helt borta. Vi har slängt tidigare kvitton just för att vi trodde att det skulle gå bra att hitta dem i appen och nu står vi här utan kvitton för att ni helt plötsligt tog bort den enda viktiga funktionen i appen.",2021-08-03
1,The app doesn't show sale items that are highlighted on the browser version. Yes it's very pretty and aesthetically appealing but not going to show you where you can save money. Uninstalled immediately.,2020-07-18
5,Bezahlen via App ist schon echt cool -konnte grade min. 15 Minuten Zeit in der Schlange einfach überspringen. Hab es jetzt zweimal so gemacht und es gab keine Probleme 👍,2023-09-23
5,Good app,2020-05-12
1,Pathetic app .. refund will take decade . Customer care is useless,2022-06-26
1,To expensive. The prices are too high. Just think how middle class people can buy?,2021-06-29
4,Very good!,2022-11-14
1,Unable to log in. Home tab doesn't remember where I last was when I switch to the basket tab. Unable to remove items from the basket. Seriously? Far inferior to the mobile website,2020-04-28
2,"Hate the fact that when an item is shared, the link provided basically forces you to download the app unless you remember the name and have to to go to a web browser. Personally, I have no need for you app for an everyday use.",2022-07-26
1,"This software update (3.35) is giving a ""Oops! Something went wrong. Please try again"" every time so it's not working. Please reupdate again.",2023-02-15
5,"Great products, Clear and easy to use",2020-10-13
2,"It does what it needs to, but the layout is infuriating compared to the old app. Browsing the catalog is hard work as half the products don't show up (you are forsed to search) and the old shopping list for all the item locations whilst you are walking around store are now hidden in the product info meaning loads of extra clicks.",2020-06-11
2,"Zeigt nicht alle Produkte an und zum online bestellen ist diese app auch nutzlos, da die Auswahl sehr gering ist. Zu diesen Zeiten erwarte ich alle Produkte zur Lieferung und in der App gelistet.",2021-03-27
1,Downloaded for Kreatif. No way to launch it.,2023-07-02
5,Good,2021-12-07
5,Perfect :),2020-03-16
5,Epic,2020-09-11
2,"Looks wise this app looks a lot better, but it lost the only two functions of the previous app I used which was being able to look up items in the app with the article number, and it telling me the aisle and bin location of products. Without that it's useless to me. Hopefully they will update to include that",2021-01-27
2,"Since the last couple weeks, I am unable to add anything to my cart. I can only create shopping lists but I am unable to place an order as the cart is empty. Can this please be fixed?",2021-09-02
5,Great,2021-04-14
1,I can't select predefined addresses... CP is locked when editing delivery address...,2021-11-22
4,"Semi helppoa shoppailua. Etsiminen on välillä melko hankalaa, ja kaipaisi enemmän valikkoja. On välillä hankala löytää mitä osastoa etsii.. muuten hyvä, ja ostaminen itsessään todella helppoa!",2022-02-21
5,Very good and responsive app,2021-12-26
4,Not bad,2021-02-25
5,I just love ikea in general. I had a plant I got from their store since a few years ago. It's been going well.,2022-04-05
5,Quick and easy to use,2021-01-12
4,"Love IKEA, appreciate the app!",2022-05-21
5,This app makes it so easy to find what I'm looking for and to save it to a list for my next shopping trip. I can also have several lists for different projects. It's great.,2023-08-13
5,Great ideas love to see what's new a room layout s😁,2020-03-27
1,"My pending orders have disappeared from the app and i can't find out where my items are. There's no ""purchase"" or ""order"" section any more.",2021-04-25
1,Need improvement in user experience. Didn't expect from you guys,2021-10-04
3,Love IKEA but the app can be difficult to navigate,2021-03-21
1,"Price is too high, pepper fry is a good option",2023-07-10
3,"The app kept crashing and wouldn't let me place the order and pay. Eventually it went through,that for the 3 stars.",2020-10-03
5,I like it,2021-01-06
5,App works great,2021-11-28
5,Easy to use! 👍,2021-11-29
5,Much better app than the last one.,2020-12-05
5,"Love the store, love the app!!",2021-06-06
5,Good to see you,2024-03-19
5,One of the best things that ever happened to my home! :),2023-08-17
5,Awesome App!,2021-06-06
1,I created an account but i could never log in. Again I changed password and all but again couldn't log in.,2020-10-31
5,Easy to use and access shopping lists,2021-03-26
5,Good,2020-07-21
1,Not working properly in android notepad,2024-02-24
5,Easy to use,2020-10-19
5,It is a very useful and easy to use application. Good prices and quality products.,2023-04-07
1,Tried to use the scan and go option today and after managing to scan about 6 items it crashed taking everything with it..... perhaps if we all crashed the trolleys into the nearest needlessly tall stack of glasses they might treat this problem with the urgency I feel it deserves. There is no reason the app couldn't store a list of scanned items on the phone rather than depending on an Internet connection which presumably was lost somewhere.,2023-04-06
5,Great,2019-12-18
5,I love IKEA,2020-02-16
5,"Very easy to use, excellent quality.",2019-12-31
5,"Simple clean and useful, easier than being in store",2020-02-18
4,Good,2020-03-14
5,I love IKEA is a great choice that gives an economic possibility to furnish your house in a budget 😊,2021-05-23
5,I like how the product's are put into rooms so it gives me idea's how to style my own place!,2020-03-11
1,Please bring back the old app 🙏 So many bugs and issues with this one!,2020-11-28
5,I love how functional the app is. I also like that I can search for an item without having to remember swedish name of the product.,2020-12-28
1,"Cannot login. Browser says ""not found""",2021-07-19
5,Very good.,2020-02-05
2,You can't create a shopping list without first putting them in a basket and them move them to the list.,2020-05-17
1,"I deleted my previous review (limited to 500) and LOWERED to 1 star. App is useless. Items put in lists DISAPPEAR, I add again, next day GONE. Tried submitting feedback 3 times, never went through. Still very complicated to browse, like it was created by someone who has never shopped online before. Not recommended. Wayfair is MUCH better.",2021-02-22
5,I love you forever! IKEA,2022-04-30
5,Clear simple description and easy to move around,2019-12-02
5,"App is fab, but ikea say they dont have full address even though it's clear on the app so items never arrive on time and even go to wrong address.",2020-03-26
4,Very nice upgrade,2020-12-17
5,"It's, comfortable with IKEA s sale's, products, and services, what I hear from friends,",2022-09-04
1,Can't select the English as application language once the region is set to Slovenia. Ratting with one star cause there is no other option available,2023-12-26
4,Good and functional app but sometimes it is a bit slow,2021-09-07
5,Very efficient in terms of product variety compare to the browser,2020-02-11
5,Lots to choose from different from other companies,2020-02-19
5,We love ikea you can get everything you want,2020-08-21
5,No problems using the app,2022-04-27
3,Improve your app experience. Delivery charges are bomb. Atleast give free delivery for multiple orders above a certain limit.,2023-04-07
4,Useful and brings up a lot of information on products. It is a little difficult to navigate if you just want to browse and see products like if you were flipping through the catalogue,2021-03-03
5,I live in an assisted living home and I need to buy everything online. I need well designed and reasonably priced furniture. IKEA hits all the boxes.,2022-09-12
2,För mycket stämmningsbilder,2020-05-04
5,Excellent,2020-06-30
3,Not so user friendly,2021-09-23
2,"I'm in Germany now but I don't know German, but the application switched to German when I choose coutry and I cannot change the language separately, so the application is really useless for me since I have to translate everything. The most annoying is that the application already has English version but I can't switch to it.",2022-04-15
5,Fast and easy,2022-01-30
1,"Worst app...sign up doesn't process not getting completed, OTP does not work for email as well mobile phone number",2023-08-24
5,"Great app to see what is available in your store, particularly if you have to travel",2023-07-08
1,"Bill that's generated is totally different from the product description and order, which totally doesn't look like a fair purchase going on. Spending almost lakhs if we can't even get legitimate bill, it really questions the brand and it's value. We have spent a lot of time and wasted it all, complete waste of time for us. Even the service center said that they could not help in this as they have to submit likewise for Income tax office. What about the customers?",2022-08-21
5,Easy access to shop on line,2021-02-06
5,"Easy to use, easy to find items, easy to order.",2022-11-13
1,Very slow to open,2021-01-09
5,Fantastic app would definitely recommend it.. Saves the journey to Dublin.. Great delivery service.,2020-11-06
5,Easy to search and buy,2021-08-04
4,"Easy to use app very clear and easy to use , only annoying thing when your looking for something that's out of stock you have to keep changing the store by coming out of the thing you want going to stores changing it from your preferred store then finding it again, shame they couldn't add a drop down of some sort really to pick a store when you find the item, otherwise its a good app.",2022-12-11
1,"Terrible, it doesn't let you read about the product or see dimensions. How am I supposed to plan a room without seeing the size of a furniture? There's no description what so ever. Honestly, wth they were thinking? There's no information on this app, just pictures",2020-03-23
5,So easy to keep my favourite items together!,2020-12-30
5,Product range s vry good,2023-05-01
5,The best,2022-02-12
1,Very bad product and very bad quality China product we should buy from local Hardware shops,2021-06-17
1,Why isn't the Netherlands on the list of countries when first logging in?,2021-03-08
4,I love the ability to see if the items are in stoxk. I would be brilliant if you could cancel an order independently. Without calling in.,2021-02-18
4,I would give 5 stars if there was an alert if an item becomes available in selected by myself shop.,2021-01-16
5,The payment was quick with the app.,2021-02-15
5,"Como uma fã da marca IKEA, a app é imprescindível. Posso até nem comprar nada do que meto nos favoritos, todos separados por listas de quartos que um dia, quem sabe, terei. Entre inspirações e recomendados... Como se atrevem a fazer-me sonhar e desejar ter decorações e móveis? De qualquer das maneiras, irei na mesma dar a volta saloia à loja. A app é boa, fácil e intuitiva de usar. Recomendo.",2022-03-12
5,"Good deals, big store, mobility issue compatible.",2022-11-01
1,Waste of time,2020-06-29
5,they are great for product search before you buy.,2020-01-23
5,Very good thank you,2021-11-24
1,"Can't pay for the order, not on desktop and multiple browsers and neither on mobile app. Support wasn't even aware that the payment processor is timing out.",2021-09-27
1,"No English language available if you're in Poland, it should go without saying that English should be an option for every country",2024-01-14
4,"This app works great but I would like to see what is in stock in the listing without having to click on each product to find out. That little green or red dot is a simple thing, yet saves a lot of time when shopping. Other than that, I think the app is perfect the way it is.",2021-11-13
1,"No multiple languages support, you order can be cancelled after being paid and weeks of waiting.",2022-12-14
5,Love IKEA and the app x,2020-03-29
2,"Mostly functional, but the fact that you can't log into your Ikea account if you don't have Google Chrome installed on your device is ridiculously dumb and very inconvenient to those of us that don't want Chrome on our device. One would think a browser as big as Firefox would be supported.. Or better yet: allow logins directly within the app instead of kicking us out into a browser.",2022-12-22
1,Soon we will have no air because Ikea is cutting too many forests around the world! And not planting any trees!,2021-10-22
1,The experience with Ikea was appalling to say the least. I ordered a bedframe and one of the article was replaced with wardrobe. I realised it only after opening the box and asked for a refund. There has been no response on the email and the customer care executive will delay your query by telling someone would get back to you. The latest response from customer care is to get the box packed by yourself and only then we will pick up the article for refund.,2023-01-06
4,Good app. Easier than the website,2020-04-24
5,Very easy to use,2022-04-05
5,Finally a place where I can save my favorite items and see every available option!! Get this app NOW!!!,2024-02-18
1,Order placement very diffecult,2023-09-03
4,Get free coffee... Big smile!,2022-05-27
1,Is bad,2022-06-25
1,"Useless. I'm prompted to download this app, but cannot choose my current location (Austria) even though they have stores here.",2020-07-10
1,"App data handling issue:From List copy all items to cart corrupts wardrobe item+amount. Usability issue:Need to mention floor number,Rack No & Shelf No in app for red tagged items,as till no augmented virtual reality is added in app,mere Product Code on app is not useful information and humanly insufficient & not possible to collect & pickup item manually if added in list or cart in app.This could save time. Max 6 items in list & 16 items in cart are to be mentioned clearly as max limits in app",2023-06-05
5,"Great site, so easy to navigate. Thanks, Denise.",2020-10-19
5,"This app puts every other business giants' shopping app that I've used to shame, being the most feature-packed at the same time as most user-friendly. That being said, there's some room to cater more to people on small budgets - for example, a ""find cheapest option"" function would be a godsend for things like navigating the 25 laundry basket options that range from $5 to $89. Adding notes to favourited items would be great too, so I can finally describe to my future self why I'm saving something",2024-01-01
5,Love IKEA,2021-02-28
5,So useful and handy!! :),2021-02-14
5,Totally inspiring also easy to navigate.,2021-12-14
5,Very useful for keeping track of my plans!,2022-01-02
1,"Such a worst app and customer support from such a reputed company. The app hangs often, doesn't allow changing preferred location. Also their customer support can't help change my id from USA to India despite many follow-up. They really don't have a clue on how to work",2022-07-06
5,I just love how afordable and aesthetically pleasing everything is 💖,2022-06-04
3,"It's not designed like the usual market place app. No order status, no purchase confirmations, payment method saving, no way to instantly update product quantity in the order page, can't contact helpdesk, basket is full after purchase, can't record in flight orders despite week long delivery times - these are all basic features. Logging in to family account goes in loops. The journey is not constructed very well. App lags a lot, not because of network but maybe their internal journey mapping.",2022-07-26
2,"The app works, but can not compare to speed, organization of products and ease of browsing for similar products to Amazon or similar.",2021-05-03
5,Good. Useful app.,2022-11-28
5,So much easier to use than old app,2020-01-07
4,Great app😊,2020-09-28
5,LOVE IKEA 😘😘♥️♥️🫶🫶🫶,2024-02-04
5,Good,2020-11-22
1,Frequently Wonky Products,2024-02-16
